subject_id,recording_id,date,metric,value,unit,source,provenance
p000002,p000002_hour3,2024-01-04,icu_los_hours,4.000,hours,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000002.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:55.439611+00:00"",""content_sha256"":""fe070c41ddcbc04213ee93d54657069aa5ff08ea51eafada496443cc9f380a1c"",""row_count"":6,""error"":null,""patient_id"":""p000002"",""training_set"":""training_setA""}"
p000002,p000002_hour3,2024-01-04,sepsis_label,0,binary,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000002.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:55.439611+00:00"",""content_sha256"":""fe070c41ddcbc04213ee93d54657069aa5ff08ea51eafada496443cc9f380a1c"",""row_count"":6,""error"":null,""patient_id"":""p000002"",""training_set"":""training_setA""}"
p000002,p000002_hour4,2024-01-05,heart_rate,66.000,bpm,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000002.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:55.439611+00:00"",""content_sha256"":""fe070c41ddcbc04213ee93d54657069aa5ff08ea51eafada496443cc9f380a1c"",""row_count"":6,""error"":null,""patient_id"":""p000002"",""training_set"":""training_setA""}"
p000002,p000002_hour4,2024-01-05,spo2,99.000,%,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000002.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:55.439611+00:00"",""content_sha256"":""fe070c41ddcbc04213ee93d54657069aa5ff08ea51eafada496443cc9f380a1c"",""row_count"":6,""error"":null,""patient_id"":""p000002"",""training_set"":""training_setA""}"
p000002,p000002_hour4,2024-01-05,sbp,120.000,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000002.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:55.439611+00:00"",""content_sha256"":""fe070c41ddcbc04213ee93d54657069aa5ff08ea51eafada496443cc9f380a1c"",""row_count"":6,""error"":null,""patient_id"":""p000002"",""training_set"":""training_setA""}"
p000002,p000002_hour4,2024-01-05,map,67.000,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000002.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:55.439611+00:00"",""content_sha256"":""fe070c41ddcbc04213ee93d54657069aa5ff08ea51eafada496443cc9f380a1c"",""row_count"":6,""error"":null,""patient_id"":""p000002"",""training_set"":""training_setA""}"
p000002,p000002_hour4,2024-01-05,dbp,43.000,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000002.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:55.439611+00:00"",""content_sha256"":""fe070c41ddcbc04213ee93d54657069aa5ff08ea51eafada496443cc9f380a1c"",""row_count"":6,""error"":null,""patient_id"":""p000002"",""training_set"":""training_setA""}"
p000002,p000002_hour4,2024-01-05,resp_rate,23.000,breaths/min,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000002.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:55.439611+00:00"",""content_sha256"":""fe070c41ddcbc04213ee93d54657069aa5ff08ea51eafada496443cc9f380a1c"",""row_count"":6,""error"":null,""patient_id"":""p000002"",""training_set"":""training_setA""}"
p000002,p000002_hour4,2024-01-05,icu_los_hours,5.000,hours,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000002.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:55.439611+00:00"",""content_sha256"":""fe070c41ddcbc04213ee93d54657069aa5ff08ea51eafada496443cc9f380a1c"",""row_count"":6,""error"":null,""patient_id"":""p000002"",""training_set"":""training_setA""}"
p000002,p000002_hour4,2024-01-05,sepsis_label,0,binary,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000002.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:55.439611+00:00"",""content_sha256"":""fe070c41ddcbc04213ee93d54657069aa5ff08ea51eafada496443cc9f380a1c"",""row_count"":6,""error"":null,""patient_id"":""p000002"",""training_set"":""training_setA""}"
p000002,p000002_hour5,2024-01-06,heart_rate,94.000,bpm,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000002.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:55.439611+00:00"",""content_sha256"":""fe070c41ddcbc04213ee93d54657069aa5ff08ea51eafada496443cc9f380a1c"",""row_count"":6,""error"":null,""patient_id"":""p000002"",""training_set"":""training_setA""}"
p000002,p000002_hour5,2024-01-06,spo2,100.000,%,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000002.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:55.439611+00:00"",""content_sha256"":""fe070c41ddcbc04213ee93d54657069aa5ff08ea51eafada496443cc9f380a1c"",""row_count"":6,""error"":null,""patient_id"":""p000002"",""training_set"":""training_setA""}"
p000002,p000002_hour5,2024-01-06,temperature,36.220,C,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000002.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:55.439611+00:00"",""content_sha256"":""fe070c41ddcbc04213ee93d54657069aa5ff08ea51eafada496443cc9f380a1c"",""row_count"":6,""error"":null,""patient_id"":""p000002"",""training_set"":""training_setA""}"
p000002,p000002_hour5,2024-01-06,sbp,194.000,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000002.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:55.439611+00:00"",""content_sha256"":""fe070c41ddcbc04213ee93d54657069aa5ff08ea51eafada496443cc9f380a1c"",""row_count"":6,""error"":null,""patient_id"":""p000002"",""training_set"":""training_setA""}"
p000002,p000002_hour5,2024-01-06,map,116.000,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000002.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:55.439611+00:00"",""content_sha256"":""fe070c41ddcbc04213ee93d54657069aa5ff08ea51eafada496443cc9f380a1c"",""row_count"":6,""error"":null,""patient_id"":""p000002"",""training_set"":""training_setA""}"
p000002,p000002_hour5,2024-01-06,dbp,66.000,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000002.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:55.439611+00:00"",""content_sha256"":""fe070c41ddcbc04213ee93d54657069aa5ff08ea51eafada496443cc9f380a1c"",""row_count"":6,""error"":null,""patient_id"":""p000002"",""training_set"":""training_setA""}"
p000002,p000002_hour5,2024-01-06,resp_rate,14.000,breaths/min,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000002.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:55.439611+00:00"",""content_sha256"":""fe070c41ddcbc04213ee93d54657069aa5ff08ea51eafada496443cc9f380a1c"",""row_count"":6,""error"":null,""patient_id"":""p000002"",""training_set"":""training_setA""}"
p000002,p000002_hour5,2024-01-06,icu_los_hours,6.000,hours,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000002.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:55.439611+00:00"",""content_sha256"":""fe070c41ddcbc04213ee93d54657069aa5ff08ea51eafada496443cc9f380a1c"",""row_count"":6,""error"":null,""patient_id"":""p000002"",""training_set"":""training_setA""}"
p000002,p000002_hour5,2024-01-06,sepsis_label,0,binary,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000002.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:55.439611+00:00"",""content_sha256"":""fe070c41ddcbc04213ee93d54657069aa5ff08ea51eafada496443cc9f380a1c"",""row_count"":6,""error"":null,""patient_id"":""p000002"",""training_set"":""training_setA""}"
p000003,p000003_hour0,2024-01-01,icu_los_hours,1.000,hours,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000003.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:56.464441+00:00"",""content_sha256"":""3d95af34c315ec42c81e3734df714faede149955edf72e50472fccfcdee5a594"",""row_count"":6,""error"":null,""patient_id"":""p000003"",""training_set"":""training_setA""}"
p000003,p000003_hour0,2024-01-01,sepsis_label,0,binary,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000003.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:56.464441+00:00"",""content_sha256"":""3d95af34c315ec42c81e3734df714faede149955edf72e50472fccfcdee5a594"",""row_count"":6,""error"":null,""patient_id"":""p000003"",""training_set"":""training_setA""}"
p000003,p000003_hour1,2024-01-02,heart_rate,87.000,bpm,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000003.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:56.464441+00:00"",""content_sha256"":""3d95af34c315ec42c81e3734df714faede149955edf72e50472fccfcdee5a594"",""row_count"":6,""error"":null,""patient_id"":""p000003"",""training_set"":""training_setA""}"
p000003,p000003_hour1,2024-01-02,spo2,96.000,%,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000003.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:56.464441+00:00"",""content_sha256"":""3d95af34c315ec42c81e3734df714faede149955edf72e50472fccfcdee5a594"",""row_count"":6,""error"":null,""patient_id"":""p000003"",""training_set"":""training_setA""}"
p000003,p000003_hour1,2024-01-02,sbp,131.000,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000003.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:56.464441+00:00"",""content_sha256"":""3d95af34c315ec42c81e3734df714faede149955edf72e50472fccfcdee5a594"",""row_count"":6,""error"":null,""patient_id"":""p000003"",""training_set"":""training_setA""}"
p000003,p000003_hour1,2024-01-02,map,70.330,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000003.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:56.464441+00:00"",""content_sha256"":""3d95af34c315ec42c81e3734df714faede149955edf72e50472fccfcdee5a594"",""row_count"":6,""error"":null,""patient_id"":""p000003"",""training_set"":""training_setA""}"
p000003,p000003_hour1,2024-01-02,resp_rate,29.000,breaths/min,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000003.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:56.464441+00:00"",""content_sha256"":""3d95af34c315ec42c81e3734df714faede149955edf72e50472fccfcdee5a594"",""row_count"":6,""error"":null,""patient_id"":""p000003"",""training_set"":""training_setA""}"
p000003,p000003_hour1,2024-01-02,icu_los_hours,2.000,hours,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000003.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:56.464441+00:00"",""content_sha256"":""3d95af34c315ec42c81e3734df714faede149955edf72e50472fccfcdee5a594"",""row_count"":6,""error"":null,""patient_id"":""p000003"",""training_set"":""training_setA""}"
p000003,p000003_hour1,2024-01-02,sepsis_label,0,binary,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000003.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:56.464441+00:00"",""content_sha256"":""3d95af34c315ec42c81e3734df714faede149955edf72e50472fccfcdee5a594"",""row_count"":6,""error"":null,""patient_id"":""p000003"",""training_set"":""training_setA""}"
p000003,p000003_hour2,2024-01-03,heart_rate,93.000,bpm,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000003.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:56.464441+00:00"",""content_sha256"":""3d95af34c315ec42c81e3734df714faede149955edf72e50472fccfcdee5a594"",""row_count"":6,""error"":null,""patient_id"":""p000003"",""training_set"":""training_setA""}"
p000003,p000003_hour2,2024-01-03,spo2,97.000,%,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000003.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:56.464441+00:00"",""content_sha256"":""3d95af34c315ec42c81e3734df714faede149955edf72e50472fccfcdee5a594"",""row_count"":6,""error"":null,""patient_id"":""p000003"",""training_set"":""training_setA""}"
p000003,p000003_hour2,2024-01-03,temperature,37.110,C,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000003.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:56.464441+00:00"",""content_sha256"":""3d95af34c315ec42c81e3734df714faede149955edf72e50472fccfcdee5a594"",""row_count"":6,""error"":null,""patient_id"":""p000003"",""training_set"":""training_setA""}"
p000003,p000003_hour2,2024-01-03,sbp,130.000,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000003.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:56.464441+00:00"",""content_sha256"":""3d95af34c315ec42c81e3734df714faede149955edf72e50472fccfcdee5a594"",""row_count"":6,""error"":null,""patient_id"":""p000003"",""training_set"":""training_setA""}"
p000003,p000003_hour2,2024-01-03,map,69.330,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000003.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:56.464441+00:00"",""content_sha256"":""3d95af34c315ec42c81e3734df714faede149955edf72e50472fccfcdee5a594"",""row_count"":6,""error"":null,""patient_id"":""p000003"",""training_set"":""training_setA""}"
p000003,p000003_hour2,2024-01-03,resp_rate,40.000,breaths/min,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000003.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:56.464441+00:00"",""content_sha256"":""3d95af34c315ec42c81e3734df714faede149955edf72e50472fccfcdee5a594"",""row_count"":6,""error"":null,""patient_id"":""p000003"",""training_set"":""training_setA""}"
p000003,p000003_hour2,2024-01-03,icu_los_hours,3.000,hours,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000003.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:56.464441+00:00"",""content_sha256"":""3d95af34c315ec42c81e3734df714faede149955edf72e50472fccfcdee5a594"",""row_count"":6,""error"":null,""patient_id"":""p000003"",""training_set"":""training_setA""}"
p000003,p000003_hour2,2024-01-03,sepsis_label,0,binary,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000003.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:56.464441+00:00"",""content_sha256"":""3d95af34c315ec42c81e3734df714faede149955edf72e50472fccfcdee5a594"",""row_count"":6,""error"":null,""patient_id"":""p000003"",""training_set"":""training_setA""}"
p000003,p000003_hour3,2024-01-04,heart_rate,90.000,bpm,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000003.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:56.464441+00:00"",""content_sha256"":""3d95af34c315ec42c81e3734df714faede149955edf72e50472fccfcdee5a594"",""row_count"":6,""error"":null,""patient_id"":""p000003"",""training_set"":""training_setA""}"
p000003,p000003_hour3,2024-01-04,spo2,95.000,%,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000003.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:56.464441+00:00"",""content_sha256"":""3d95af34c315ec42c81e3734df714faede149955edf72e50472fccfcdee5a594"",""row_count"":6,""error"":null,""patient_id"":""p000003"",""training_set"":""training_setA""}"
p000003,p000003_hour3,2024-01-04,sbp,128.000,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000003.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:56.464441+00:00"",""content_sha256"":""3d95af34c315ec42c81e3734df714faede149955edf72e50472fccfcdee5a594"",""row_count"":6,""error"":null,""patient_id"":""p000003"",""training_set"":""training_setA""}"
p000003,p000003_hour3,2024-01-04,map,69.330,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000003.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:56.464441+00:00"",""content_sha256"":""3d95af34c315ec42c81e3734df714faede149955edf72e50472fccfcdee5a594"",""row_count"":6,""error"":null,""patient_id"":""p000003"",""training_set"":""training_setA""}"
p000003,p000003_hour3,2024-01-04,resp_rate,23.000,breaths/min,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000003.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:56.464441+00:00"",""content_sha256"":""3d95af34c315ec42c81e3734df714faede149955edf72e50472fccfcdee5a594"",""row_count"":6,""error"":null,""patient_id"":""p000003"",""training_set"":""training_setA""}"
p000003,p000003_hour3,2024-01-04,icu_los_hours,4.000,hours,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000003.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:56.464441+00:00"",""content_sha256"":""3d95af34c315ec42c81e3734df714faede149955edf72e50472fccfcdee5a594"",""row_count"":6,""error"":null,""patient_id"":""p000003"",""training_set"":""training_setA""}"
p000003,p000003_hour3,2024-01-04,sepsis_label,0,binary,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000003.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:56.464441+00:00"",""content_sha256"":""3d95af34c315ec42c81e3734df714faede149955edf72e50472fccfcdee5a594"",""row_count"":6,""error"":null,""patient_id"":""p000003"",""training_set"":""training_setA""}"
p000003,p000003_hour4,2024-01-05,heart_rate,89.000,bpm,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000003.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:56.464441+00:00"",""content_sha256"":""3d95af34c315ec42c81e3734df714faede149955edf72e50472fccfcdee5a594"",""row_count"":6,""error"":null,""patient_id"":""p000003"",""training_set"":""training_setA""}"
p000003,p000003_hour4,2024-01-05,spo2,97.000,%,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000003.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:56.464441+00:00"",""content_sha256"":""3d95af34c315ec42c81e3734df714faede149955edf72e50472fccfcdee5a594"",""row_count"":6,""error"":null,""patient_id"":""p000003"",""training_set"":""training_setA""}"
p000003,p000003_hour4,2024-01-05,sbp,137.000,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000003.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:56.464441+00:00"",""content_sha256"":""3d95af34c315ec42c81e3734df714faede149955edf72e50472fccfcdee5a594"",""row_count"":6,""error"":null,""patient_id"":""p000003"",""training_set"":""training_setA""}"
p000003,p000003_hour4,2024-01-05,map,62.670,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000003.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:56.464441+00:00"",""content_sha256"":""3d95af34c315ec42c81e3734df714faede149955edf72e50472fccfcdee5a594"",""row_count"":6,""error"":null,""patient_id"":""p000003"",""training_set"":""training_setA""}"
p000003,p000003_hour4,2024-01-05,dbp,50.000,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000003.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:56.464441+00:00"",""content_sha256"":""3d95af34c315ec42c81e3734df714faede149955edf72e50472fccfcdee5a594"",""row_count"":6,""error"":null,""patient_id"":""p000003"",""training_set"":""training_setA""}"
p000003,p000003_hour4,2024-01-05,resp_rate,26.000,breaths/min,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000003.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:56.464441+00:00"",""content_sha256"":""3d95af34c315ec42c81e3734df714faede149955edf72e50472fccfcdee5a594"",""row_count"":6,""error"":null,""patient_id"":""p000003"",""training_set"":""training_setA""}"
p000003,p000003_hour4,2024-01-05,icu_los_hours,5.000,hours,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000003.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:56.464441+00:00"",""content_sha256"":""3d95af34c315ec42c81e3734df714faede149955edf72e50472fccfcdee5a594"",""row_count"":6,""error"":null,""patient_id"":""p000003"",""training_set"":""training_setA""}"
p000003,p000003_hour4,2024-01-05,sepsis_label,0,binary,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000003.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:56.464441+00:00"",""content_sha256"":""3d95af34c315ec42c81e3734df714faede149955edf72e50472fccfcdee5a594"",""row_count"":6,""error"":null,""patient_id"":""p000003"",""training_set"":""training_setA""}"
p000003,p000003_hour5,2024-01-06,heart_rate,84.000,bpm,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000003.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:56.464441+00:00"",""content_sha256"":""3d95af34c315ec42c81e3734df714faede149955edf72e50472fccfcdee5a594"",""row_count"":6,""error"":null,""patient_id"":""p000003"",""training_set"":""training_setA""}"
p000003,p000003_hour5,2024-01-06,spo2,97.000,%,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000003.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:56.464441+00:00"",""content_sha256"":""3d95af34c315ec42c81e3734df714faede149955edf72e50472fccfcdee5a594"",""row_count"":6,""error"":null,""patient_id"":""p000003"",""training_set"":""training_setA""}"
p000003,p000003_hour5,2024-01-06,sbp,144.000,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000003.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:56.464441+00:00"",""content_sha256"":""3d95af34c315ec42c81e3734df714faede149955edf72e50472fccfcdee5a594"",""row_count"":6,""error"":null,""patient_id"":""p000003"",""training_set"":""training_setA""}"
p000003,p000003_hour5,2024-01-06,map,81.000,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000003.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:56.464441+00:00"",""content_sha256"":""3d95af34c315ec42c81e3734df714faede149955edf72e50472fccfcdee5a594"",""row_count"":6,""error"":null,""patient_id"":""p000003"",""training_set"":""training_setA""}"
p000003,p000003_hour5,2024-01-06,dbp,52.000,mmHg,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000003.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:56.464441+00:00"",""content_sha256"":""3d95af34c315ec42c81e3734df714faede149955edf72e50472fccfcdee5a594"",""row_count"":6,""error"":null,""patient_id"":""p000003"",""training_set"":""training_setA""}"
p000003,p000003_hour5,2024-01-06,resp_rate,19.000,breaths/min,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000003.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:56.464441+00:00"",""content_sha256"":""3d95af34c315ec42c81e3734df714faede149955edf72e50472fccfcdee5a594"",""row_count"":6,""error"":null,""patient_id"":""p000003"",""training_set"":""training_setA""}"
p000003,p000003_hour5,2024-01-06,icu_los_hours,6.000,hours,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000003.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:56.464441+00:00"",""content_sha256"":""3d95af34c315ec42c81e3734df714faede149955edf72e50472fccfcdee5a594"",""row_count"":6,""error"":null,""patient_id"":""p000003"",""training_set"":""training_setA""}"
p000003,p000003_hour5,2024-01-06,sepsis_label,0,binary,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000003.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:56.464441+00:00"",""content_sha256"":""3d95af34c315ec42c81e3734df714faede149955edf72e50472fccfcdee5a594"",""row_count"":6,""error"":null,""patient_id"":""p000003"",""training_set"":""training_setA""}"
p000004,p000004_hour0,2024-01-01,icu_los_hours,1.000,hours,physionet_sepsis_challenge2019_training_setA,"{""success"":true,""url"":""https://physionet.org/files/challenge-2019/1.0.0/training/training_setA/p000004.psv"",""http_status"":200,""retrieved_at"":""2026-09-25T13:48:58.271152+00:00"",""content_sha256"":""0110a34c85fcd6749d3acc7382e4f0f9f0408ccaded4450f68e1cd674e07e4a6"",""row_count"":6,""error"":null,""patient_id"":""p000004"",""training_set"":""training_setA""}"
